class,cap.diameter,stem.height,colour,water.content
edible,4.07,4.64,grey,51.444698525592685
edible,7.61,5.8,red,52.77601729147136
poisonous,4.99,6.39,brown,45.73241132311523
edible,7.79,9.13,brown,43.40963155031204
poisonous,3.09,5.74,grey,59.631834207102656
poisonous,8.96,12.63,brown,57.376796156167984
poisonous,1.95,5.8,grey,42.90657131001353
poisonous,6.27,6.9,grey,39.188810316845775
poisonous,3.17,6.49,brown,43.479819567874074
poisonous,8.11,13,brown,39.11215275526047
poisonous,4.03,4.95,brown,59.08398177474737
edible,4.65,5.87,grey,31.062458055093884
edible,2.75,4.5,brown,65.15490978956223
poisonous,16.1,4.9,brown,67.08773636259139
edible,2.38,8.07,brown,40.77516237273812
edible,15.27,10.03,grey,57.08104350604117
edible,9.8,9.1,grey,69.25147704780102
edible,5.9,5.51,brown,38.61519277095795
poisonous,4.35,6.13,red,45.30227814801037
edible,5.09,4.02,grey,37.876034108921885
edible,3.48,5.32,red,30.164927961304784
poisonous,7.54,5.93,grey,40.293251080438495
edible,2.62,6.04,brown,34.824089547619224
edible,9.15,4.31,brown,61.86110397800803
edible,3.21,3.86,brown,67.87576875649393
poisonous,5.18,7.52,red,45.078723626211286
poisonous,14.73,16.95,grey,47.16630236245692
poisonous,12.05,11.53,grey,44.709731228649616
poisonous,6.15,4.81,brown,43.98453505709767
edible,9.39,6.53,brown,36.05546519160271
poisonous,2.48,2.46,grey,63.422006303444505
poisonous,0.77,3.48,grey,62.62613169848919
edible,12.7,6.06,brown,32.49795666895807
poisonous,7.26,7.96,grey,33.19771778769791
poisonous,5.53,3.61,grey,59.04697662219405
poisonous,4.94,4.18,brown,69.48590023443103
edible,8.56,6.1,brown,38.5046869982034
edible,9.09,6.57,brown,50.8846380840987
edible,11.04,7.79,grey,47.37474799156189
poisonous,4.52,4.83,brown,67.82113065943122
poisonous,4.82,7.19,brown,52.029687939211726
poisonous,7.45,7.09,brown,58.86787123978138
edible,1.22,6.1,grey,47.353503834456205
poisonous,5.91,8.09,brown,41.19640061631799
edible,8.7,4.28,red,36.48493302054703
edible,8.42,8.56,brown,48.5501310788095
edible,5.74,8.64,grey,38.35884798318148
poisonous,3.49,5.33,grey,31.090418566018343
poisonous,4.91,5.9,brown,48.06406927295029
poisonous,3.91,8.25,brown,66.24828733503819
poisonous,0.71,3.57,brown,68.8577205594629
poisonous,6.53,5.48,grey,67.15004667639732
edible,8.95,7.67,grey,38.00914634950459
edible,9.36,2.39,brown,44.757907101884484
poisonous,2.93,4.12,grey,54.26527271978557
edible,3.53,3.53,brown,47.81822142191231
poisonous,6.11,4.8,grey,39.228974217548966
edible,4.16,5.16,grey,61.30175555124879
edible,6.32,6.5,brown,51.3370328117162
edible,9.9,5.03,brown,57.64275213703513
poisonous,7.17,5.41,brown,41.113395961001515
edible,6.71,3.72,grey,45.298406928777695
poisonous,18.51,4.8,brown,46.302257953211665
poisonous,2.73,3.34,brown,34.9177675973624
poisonous,7.97,8.22,brown,48.05099878460169
poisonous,0.85,5.11,grey,54.95077566243708
edible,1.83,5.58,grey,41.81243876926601
edible,3.31,4.43,red,31.995060918852687
edible,7.45,4.29,brown,63.31325192004442
poisonous,4.5,3.28,brown,55.90884844772518
poisonous,15.53,5.36,grey,54.56567415967584
poisonous,2.55,7.35,red,67.84576999954879
poisonous,3.84,8.59,grey,57.572145415470004
edible,8.36,4.68,red,41.50634288787842
poisonous,2.78,6.81,brown,46.88619326800108
edible,16.57,23.46,brown,53.18569797091186
poisonous,8.02,9.78,brown,42.683857614174485
edible,7.19,5.45,brown,58.2970867305994
poisonous,9.94,9.51,brown,49.234564807266
edible,19.17,13.43,brown,33.73327259905636
edible,6.91,5.96,brown,38.85716985911131
edible,5.01,6.03,brown,69.36184138059616
edible,10.96,7.23,brown,55.76157033443451
edible,8.61,7.53,brown,62.634592577815056
poisonous,10.75,10.1,red,30.694152135401964
poisonous,7.92,5.95,brown,38.90209442935884
edible,13.38,6.91,brown,45.15420466661453
poisonous,1.49,4.29,brown,41.52408382855356
poisonous,7.25,6.82,brown,60.394646525382996
edible,1.68,5.32,grey,58.46995795145631
poisonous,3.06,3.18,grey,60.815319092944264
poisonous,4.62,4.85,brown,40.046423468738794
poisonous,7.27,10.19,brown,40.928854532539845
edible,4.35,5.33,brown,32.90093921124935
poisonous,4.62,12.79,brown,60.081014512106776
poisonous,3.32,4.95,brown,33.73799721710384
poisonous,1.27,4.24,grey,69.07624324783683
poisonous,8.71,4.62,grey,47.85180916078389
poisonous,7.43,1.58,brown,36.791748609393835
edible,4.27,8.14,grey,61.220477325841784
edible,8.8,8.36,red,63.858558079227805
edible,8.36,5.58,brown,30.388381676748395
poisonous,8.12,14.19,brown,30.207267021760345
edible,3.31,3.34,grey,67.014702539891
poisonous,4.62,5.7,grey,37.59353069588542
edible,10.6,9.27,brown,34.332544626668096
poisonous,1.2,3.47,brown,68.59418410807848
edible,10.35,4.73,brown,55.583781246095896
poisonous,2.52,3.8,red,60.851581087335944
edible,7.09,6.2,brown,46.04077170602977
poisonous,11.27,10.59,brown,30.698119197040796
poisonous,4.34,5.64,grey,36.4822725020349
edible,7.25,3.43,grey,52.38979165442288
poisonous,7.74,14.18,red,51.868328880518675
poisonous,12.91,4.21,grey,48.30370402894914
poisonous,11.36,11.49,grey,66.05352905578911
edible,1.61,4.82,grey,33.74328011646867
poisonous,11.19,8.68,brown,63.97461744956672
edible,7.09,6.03,brown,44.36886296607554
poisonous,0.71,3.95,grey,58.98280253633857
edible,12.26,8.84,grey,60.13585831038654
edible,1.43,4.91,grey,68.02612377330661
edible,11.14,7.13,brown,59.14534445852041
poisonous,4.07,0,red,57.46250665746629
poisonous,16.22,18.56,brown,47.03063099645078
poisonous,8.19,11.08,brown,43.435952151194215
poisonous,4.94,2.98,grey,37.747823279350996
edible,2.21,6.17,brown,49.87097783945501
poisonous,2.87,4.33,grey,58.61594065092504
poisonous,4.67,0,brown,59.67309907078743
edible,1.23,3.33,red,52.386451764032245
poisonous,4.24,9.1,brown,50.18116697669029
edible,6.28,5.13,grey,64.72452139481902
poisonous,6.59,5.04,brown,36.661076275631785
poisonous,7.76,6.09,grey,47.34165582805872
poisonous,6.32,6.96,brown,43.0191042739898
edible,7.21,5.37,grey,51.90322019159794
poisonous,0.7,3.9,brown,44.92599695920944
poisonous,3.41,5.35,grey,43.93064787611365
poisonous,1.87,5.83,red,45.331562580540776
poisonous,6.12,6.48,grey,66.6705107409507
edible,8.31,8.89,grey,61.74088996835053
edible,17.39,9.49,grey,68.37917254306376
poisonous,9.97,9.43,grey,34.2840320430696
poisonous,4.36,6.89,grey,67.9657671507448
poisonous,12.83,6.43,grey,40.36032649688423
edible,9.59,6.68,brown,40.551894223317504
edible,4.87,5.43,brown,38.2597316801548
poisonous,3.25,4.81,grey,47.52603117376566
poisonous,3.09,4.53,grey,49.3935055565089
poisonous,7.19,7.83,brown,68.57816440984607
poisonous,6.3,5.95,brown,40.60301365330815
edible,6.74,4.26,red,37.08242912776768
poisonous,4.59,3.91,brown,57.58964862674475
edible,7.99,6.57,brown,36.95973592810333
edible,6.38,4.91,brown,43.86052585206926
edible,12.41,6.36,grey,30.49914550036192
edible,7.57,11.81,brown,69.71828951500356
edible,4.43,5.29,brown,41.9447023794055
poisonous,5.33,5.61,red,44.4228770211339
poisonous,2.91,4.95,grey,39.39241432584822
poisonous,7.91,9.55,brown,31.385213965550065
poisonous,4.88,8.59,grey,59.22710359096527
edible,10.23,8.99,brown,63.783929254859686
edible,4.91,5.03,red,40.18861981108785
poisonous,4.75,3.55,brown,36.84277670457959
poisonous,6.83,15.6,grey,52.171382158994675
edible,8.28,3.35,red,38.76765815541148
edible,6.68,6.35,brown,37.05192853696644
poisonous,5.03,3.03,grey,64.76998900994658
edible,6.22,7.92,brown,64.18656753376126
poisonous,3.63,6.33,brown,31.110657416284084
poisonous,2.46,7.41,grey,68.62354441545904
poisonous,3.69,8.3,brown,43.726271856576204
edible,12.91,6.07,grey,61.983625423163176
edible,6.29,7.56,brown,46.75193004310131
edible,13.47,10.42,brown,42.395602809265256
edible,10.5,13.35,brown,56.5974404849112
poisonous,2.54,5.05,grey,31.489099338650703
poisonous,8.89,10.59,grey,62.27174257859588
poisonous,1.08,3.15,brown,41.73263818025589
edible,15.17,8.61,grey,53.24744092300534
poisonous,6.73,4.08,brown,38.35274500772357
poisonous,14.64,6.99,grey,67.2330810315907
edible,12.53,2.57,brown,36.18377199396491
edible,9.98,7.69,brown,68.5401033423841
edible,14.91,15.91,brown,42.549429796636105
edible,10.65,9.59,brown,46.57139949500561
edible,16.21,9.68,brown,43.97059970535338
poisonous,3.67,5.03,grey,37.29405762627721
edible,2.19,6.33,grey,32.076599998399615
poisonous,2.55,0,grey,52.868588026613
poisonous,3.15,4.69,brown,32.44211131706834
poisonous,4.54,5.29,brown,47.227126620709896
edible,7.26,6.2,brown,31.603860901668668
edible,3.07,4.65,grey,61.61254390142858
edible,3.8,4.44,brown,35.13665481470525
edible,7.8,9.92,brown,65.05190899595618
edible,11.16,5.77,brown,51.05243232101202
poisonous,10.17,7.14,grey,38.41409798711538
edible,7.04,7.8,grey,52.675640070810914
poisonous,1.5,6.52,red,38.30392058007419
edible,10.15,6.13,grey,58.70220689103007
poisonous,1.69,4.12,grey,61.27070266753435
edible,7.25,6.04,grey,41.406054897233844
poisonous,3.81,5.38,brown,64.15518336929381
edible,12.24,6.58,brown,69.46909915655851
poisonous,6.61,4.78,grey,47.3251498863101
poisonous,5.7,4.17,brown,30.40518242865801
poisonous,1.54,4.83,grey,57.94885205104947
poisonous,3.9,6.59,grey,56.480903485789895
edible,9.56,10.64,brown,65.91897249221802
poisonous,13.34,12.99,grey,51.9885095115751
edible,5.78,4.86,red,53.34535458125174
edible,9.49,7.34,grey,34.91447076201439
edible,10.84,10.31,grey,65.09172922931612
poisonous,2.25,6.05,grey,32.57488489151001
edible,9.19,7.17,grey,32.42698806338012
poisonous,9.21,14.52,grey,67.63999516144395
edible,2.79,2.57,brown,49.03224083594978
edible,3.18,5.76,grey,60.276944506913424
poisonous,2.11,5.89,grey,60.65886619500816
edible,6.01,4.78,brown,33.45493679866195
edible,11.89,22.08,brown,54.35104222036898
edible,19.53,21.42,red,69.74682767875493
edible,10.65,9.71,grey,57.94859512709081
poisonous,3.01,4.19,grey,61.239769188687205
poisonous,4.73,3.39,red,68.16477463580668
poisonous,6.1,4.65,grey,36.68742433190346
edible,14.74,13.16,red,38.186512775719166
poisonous,3.07,4.68,red,48.35005931556225
edible,0.89,4.87,brown,63.87879714369774
poisonous,4.7,5.42,brown,30.799211766570807
poisonous,13.54,6.06,grey,38.97387665696442
edible,2.37,7.1,grey,33.16215670667589
poisonous,9.94,5.81,red,50.84115235134959
poisonous,6.33,4.23,grey,62.44519740343094
poisonous,11.91,7.98,brown,43.98836591280997
poisonous,3.38,4.76,grey,64.89550560712814
poisonous,11.43,3.32,grey,44.609911013394594
poisonous,10.24,20.19,brown,67.78895100578666
poisonous,3.03,3.4,grey,30.855914121493697
edible,1.49,5.68,brown,50.587948029860854
edible,4.95,5.23,grey,59.83134058304131
poisonous,8.58,3.69,grey,30.85945315659046
edible,8.89,7.92,brown,35.73806764557958
poisonous,9.42,6.72,brown,69.78150672279298
edible,7,6.85,brown,46.202853694558144
poisonous,1.49,4.83,brown,46.49526779539883
poisonous,3.25,4.48,grey,59.45089151151478
poisonous,3.39,5.14,grey,65.1632303930819
poisonous,2.9,3,brown,38.80258128978312
edible,10.91,4.91,grey,55.7065995503217
edible,7.65,7.97,brown,46.1222490016371
poisonous,1.22,2.96,grey,36.35863749310374
edible,3.51,3.31,grey,66.41059262678027
edible,5.55,4.24,brown,61.796924909576774
poisonous,8.35,7.06,red,30.696725016459823
poisonous,4.99,3.95,brown,65.82485916092992
poisonous,5.13,5.87,brown,67.1834425162524
poisonous,7.98,8.48,brown,42.87361973896623
poisonous,16.76,16.78,grey,44.71359874121845
edible,1.3,4.54,brown,45.115498136729
edible,8.6,6.24,brown,33.003343008458614
edible,14.53,10.18,grey,34.41713407635689
edible,10.44,6.74,brown,38.88919944874942
edible,9.68,9.17,grey,69.40727070905268
edible,7.49,6.61,red,57.43061142973602
poisonous,2.82,3.76,red,61.61608735099435
edible,5.08,5.19,grey,57.55900589749217
poisonous,2.98,3.76,grey,59.057874865829945
edible,9.22,6.54,grey,63.16307061351836
edible,3.4,3.31,brown,61.26803680323064
poisonous,2.52,4.61,brown,33.124378426000476
edible,5.31,6.21,grey,50.085916593670845
poisonous,1.57,5.31,red,55.306585785001516
edible,6.51,3.57,brown,65.15923008322716
edible,8.39,7.31,red,43.292296063154936
poisonous,3.06,3.61,grey,37.44352691806853
poisonous,3.9,5.39,brown,43.40356854721904
poisonous,12.12,10.98,brown,41.13038024865091
poisonous,7.62,5.69,brown,62.549134474247694
poisonous,3.45,6.63,grey,53.28805219382048
poisonous,4.48,5.88,grey,35.09554046206176
poisonous,1.53,4.82,brown,50.4616317525506
edible,1.56,5.1,grey,66.59687142819166
edible,19.62,29.51,grey,41.89522824250162
poisonous,6.82,5.54,brown,35.241251047700644
edible,4.14,7.25,brown,59.114208444952965
edible,8.92,8.46,brown,49.01842721737921
poisonous,3.37,5.55,red,39.60771274752915
poisonous,0.96,3.73,brown,48.35732348263264
edible,6.25,4.58,red,30.862487396225333
edible,10.02,2.29,red,55.73541925288737
poisonous,9.25,8.2,brown,53.58225558884442
edible,6.37,4.69,brown,32.753925919532776
poisonous,2.39,2.99,red,55.792696848511696
poisonous,6.17,6,brown,65.32949419692159
edible,12.95,8.39,grey,51.10678249038756
poisonous,0.61,3.72,brown,53.65190368145704
edible,6.81,5.86,brown,64.25505939871073
edible,2.99,6.29,grey,69.13638291880488
poisonous,0.87,5.12,grey,57.25542629137635
edible,4.17,5.14,grey,68.58988976106048
poisonous,5.11,2.63,brown,31.571255521848798
edible,2.75,3.91,brown,43.547832164913416
poisonous,4.46,4.67,grey,49.55586830154061
poisonous,1.71,5.09,grey,35.012641763314605
edible,1.63,4.98,brown,58.329785568639636
poisonous,7.33,8.29,brown,37.845697021111846
edible,8.12,6.9,red,43.280658945441246
poisonous,7.58,10.06,brown,56.607060860842466
poisonous,5.35,4.67,grey,61.82725707069039
poisonous,6.57,2.65,grey,39.54928256571293
poisonous,4.07,5.9,grey,46.52882209047675
poisonous,9.15,13.63,grey,57.738397754728794
poisonous,6.54,5.84,grey,42.38747005350888
poisonous,13.7,6.74,grey,46.2106881570071
poisonous,4.23,6.16,grey,44.453346533700824
edible,1.52,6.61,grey,32.93810248374939
poisonous,3.29,5.52,brown,42.78908516280353
poisonous,2.2,3.76,brown,49.88872053101659
poisonous,1.18,3.36,brown,58.490883968770504
edible,7.82,8.3,grey,52.20320205204189
poisonous,2.63,3.32,brown,65.54192402400076
edible,4.12,4.33,red,35.23312519304454
edible,10.47,7.17,grey,38.680220283567905
poisonous,5.86,5.92,grey,60.6212153006345
edible,9.35,5.42,grey,30.011565573513508
edible,1.77,4.24,grey,36.085523972287774
poisonous,8.99,11.56,red,41.45709519274533
poisonous,3.45,3.75,brown,32.46611609123647
edible,3.89,6.04,brown,63.94286292605102
poisonous,15.03,7.02,brown,44.02381660416722
poisonous,2.85,2.57,brown,40.08351377211511
poisonous,11.02,15.98,brown,37.91830220259726
edible,7.46,12.15,brown,63.981085158884525
poisonous,2.83,5.37,red,39.824301451444626
poisonous,7.27,13.85,red,48.77516600303352
edible,6.91,7.1,brown,44.95150528848171
edible,2.82,5.73,brown,57.12630867958069
edible,4.16,6.86,brown,57.89572183042765
edible,18.51,8.73,grey,44.15651303716004
edible,6.03,6.76,brown,33.78264092840254
edible,3.84,5.15,brown,63.447394128888845
poisonous,3.83,7.26,brown,38.89678587205708
edible,5.93,12.43,brown,32.73266455158591
poisonous,1.29,3.74,grey,60.40282525122166
edible,3.77,7.05,grey,34.025503089651465
poisonous,3.61,6.88,brown,65.59805473312736
poisonous,8.89,8.34,grey,61.56616063788533
edible,5.62,4.13,grey,31.515816720202565
poisonous,1.45,4.09,brown,55.18550390377641
poisonous,2.73,4.5,brown,54.995401464402676
poisonous,7.46,15.84,brown,33.39877129532397
poisonous,6.57,7.84,grey,33.05867080576718
edible,2.83,6.39,grey,33.18908813409507
edible,4.44,6.2,brown,36.16235620342195
poisonous,4.17,7.04,red,47.798823500052094
edible,4.74,5.99,brown,69.43447906523943
edible,6.04,5.38,red,46.53874449431896
edible,4.49,5.71,red,33.12743414193392
poisonous,1.61,2.19,brown,36.62688541226089
poisonous,7.25,4.41,brown,36.16029589436948
edible,5.11,4.8,brown,30.57794394902885
edible,6.23,4.3,red,60.82390076480806
edible,14.4,9.46,brown,35.78223241493106
poisonous,6.68,4.32,brown,66.19977750815451
edible,9.98,7.75,grey,32.17500088736415
poisonous,5.55,13.94,grey,56.993376445025206
poisonous,8.49,4.55,grey,33.137800665572286
edible,5.89,9.16,red,57.84764062613249
poisonous,7.86,9.56,brown,46.37817067094147
poisonous,0.71,4.35,grey,46.80567151866853
edible,5.93,3.45,brown,61.83170107193291
poisonous,7,6.51,brown,66.80171694606543
edible,7.6,6.31,grey,35.52109814248979
poisonous,7.32,8.01,grey,58.67077914066613
poisonous,5.32,5.45,brown,61.23902169056237
poisonous,4.37,5.76,grey,57.84323542378843
edible,5.17,4.48,brown,30.440301885828376
poisonous,3.72,5.17,grey,33.862293139100075
edible,3.52,6.31,brown,49.080811869353056
poisonous,2.29,3.48,grey,38.82935548201203
poisonous,10.03,8.87,grey,32.16716670431197
edible,3.64,5.58,grey,63.665253771469
poisonous,2.7,3.19,grey,64.47412617504597
edible,5.17,4.04,red,31.941967410966754
poisonous,8.09,9.37,grey,52.955817552283406
edible,5.78,5.68,red,54.38722007907927
poisonous,16.86,6.26,grey,61.276198318228126
poisonous,11.25,7,grey,68.92078503966331
edible,6.04,5.96,brown,57.92574046179652
poisonous,3.09,2.95,grey,35.630907230079174
poisonous,9.36,16.17,grey,36.482035936787724
poisonous,8.2,6.27,brown,56.49202614091337
poisonous,8.47,6.54,red,51.70479806140065
poisonous,2.1,4.62,red,69.10616292618215
edible,12.66,2.33,brown,34.46596349589527
poisonous,1.87,5.24,red,60.381112629547715
poisonous,0.83,3.58,brown,30.5834573879838
poisonous,10.38,10.41,brown,69.0964000672102
edible,1.47,4.99,brown,58.867178577929735
poisonous,6.24,7.93,grey,41.42674010246992
edible,3.1,4.22,red,40.52857509814203
poisonous,3.5,8.89,grey,52.521291663870215
edible,3.81,4.53,grey,66.05798134580255
poisonous,5.28,10.59,brown,47.188206519931555
poisonous,4.71,4.77,grey,68.20246180519462
poisonous,5.46,6.54,grey,41.176868081092834
edible,10.94,5,brown,62.593127731233835
poisonous,7.28,11.13,grey,30.932999355718493
poisonous,1.18,3.4,brown,49.399268040433526
edible,21.16,25.84,grey,44.33982830494642
poisonous,4.29,0,brown,53.97053563967347
edible,7.38,4.19,brown,60.32982631586492
edible,17.39,24.01,grey,32.270302176475525
edible,6.75,4.62,red,68.19321318529546
edible,10.35,8.65,red,52.08783892914653
poisonous,4.78,5.75,brown,64.2520141415298
edible,5.31,10.93,grey,58.58382936567068
edible,13.16,8.02,grey,53.7863676995039
edible,7.7,7.01,brown,53.53420686908066
poisonous,3.46,4.21,brown,45.039152316749096
poisonous,1.26,4.61,brown,47.83101839013398
edible,8,4.72,brown,33.087131241336465
poisonous,2.8,3.56,grey,64.32371453382075
edible,7.1,6.7,grey,41.0310191847384
poisonous,2.01,7.04,red,53.239950174465775
edible,7.7,6.13,red,68.45216164365411
poisonous,11.64,12.08,red,57.614057306200266
poisonous,1.98,6.39,brown,44.930976601317525
edible,10.17,8.45,grey,30.618099169805646
poisonous,3.44,5.22,grey,42.82403097487986
edible,3.79,3.44,grey,54.06201801262796
edible,3.82,5.01,grey,60.524860909208655
poisonous,6.63,4.12,grey,49.38222009688616
edible,4.91,5.89,brown,32.49732389114797
edible,2.58,3.95,brown,42.488166242837906
poisonous,2.84,3.8,brown,34.1258929669857
poisonous,8.63,12.75,brown,30.358715932816267
poisonous,2.94,0,brown,53.39764562435448
poisonous,8.75,10.71,red,44.094681981951
poisonous,6.44,7.46,grey,66.13677510991693
edible,19.65,23.11,brown,32.37830404192209
edible,4.23,7.8,brown,53.42281664721668
poisonous,6.2,9.78,grey,48.61356687732041
poisonous,14.65,5.77,grey,54.07157960347831
poisonous,10,5.43,brown,34.42290925420821
poisonous,4.27,0,brown,35.28900530189276
poisonous,4.34,5.98,brown,38.73289106413722
poisonous,6.76,4.63,grey,56.11764580011368
edible,3.26,2.32,grey,39.30186344310641
edible,7.5,9.1,brown,35.872395718470216
edible,1.05,4.74,grey,51.028181007131934
edible,8.25,7.83,red,37.27433023042977
